title,authors,arxiv_id
Beyond temperature scaling: Obtaining well-calibrated multi-class probabilities with Dirichlet calibration,Meelis Kull;Miquel Perello Nieto;Markus Kängsepp;Telmo Silva Filho;Hao Song;Peter Flach,
Robustness Verification of Tree-based Models,Hongge Chen;Huan Zhang;Si Si;Yang Li;Duane Boning;Cho-Jui Hsieh,http://arxiv.org/abs/1906.03849v2
Fast and Accurate Stochastic Gradient Estimation,Beidi Chen;Yingchen Xu;Anshumali Shrivastava,
Universality in Learning from Linear Measurements,Ehsan Abbasi;Fariborz Salehi;Babak Hassibi,
Planning in Entropy-Regularized Markov Decision Processes and Games,Jean-Bastien Grill;Omar Darwiche Domingues;Pierre Menard;Remi Munos;Michal Valko,
A General Framework for Efficient Symmetric Property Estimation,Moses Charikar;Kirankumar Shiragur;Aaron Sidford,
Generalization of Reinforcement Learners with Working and Episodic Memory,Meire Fortunato;Melissa Tan;Ryan Faulkner;Steven Hansen;Adrià Puigdomènech Badia;Gavin Buttimore;Charles Deck;Joel Leibo;Charles Blundell,
Distribution Learning of a Random Spatial Field with a Location-Unaware Mobile Sensor,Meera Pai;Animesh Kumar,
Kernelized Bayesian Softmax for Text Generation,NING MIAO;Hao Zhou;Chengqi Zhao;Wenxian Shi;Yitan Li;Lei Li,
Correlation Clustering with Adaptive Similarity Queries,Marco Bressan;Nicolò Cesa-Bianchi;Andrea Paudice;Fabio Vitale,http://arxiv.org/abs/1905.11902v1
Selecting causal brain features with a single conditional independence test per feature,Atalanti Mastakouri;Bernhard Schölkopf;Dominik Janzing,
A Generic Acceleration Framework for Stochastic Composite Optimization,Andrei Kulunchakov;Julien Mairal,http://arxiv.org/abs/1906.01164v1
Random Quadratic Forms with Dependence: Applications to Restricted Isometry and Beyond,Arindam Banerjee;Qilong Gu;Vidyashankar Sivakumar;Steven Wu,
Continuous-time Models for Stochastic Optimization Algorithms,Antonio Orvieto;Aurelien Lucchi,
MetaInit: Initializing learning by learning to initialize,Yann Dauphin;Samuel Schoenholz,
Scalable Deep Generative Relational Model with High-Order Node Dependence,Xuhui Fan;Bin Li;Caoyuan Li;Scott SIsson;Ling Chen,
Random Path Selection for Continual Learning,Jathushan Rajasegaran;Munawar Hayat;Salman H Khan;Fahad Shahbaz Khan;Ling Shao,
Graph Normalizing Flows,Jenny Liu;Aviral Kumar;Jimmy Ba;Jamie Kiros;Kevin Swersky,http://arxiv.org/abs/1905.13177v1
Regret Bounds for Learning State Representations in Reinforcement Learning,Ronald Ortner;Matteo Pirotta;Alessandro Lazaric;Ronan Fruit;Odalric-Ambrym Maillard,
Band-Limited Gaussian Processes: The Sinc Kernel,Felipe Tobar,
Leveraging Labeled and Unlabeled Data for Consistent Fair Binary Classification,Evgenii Chzhen;Christophe Denis;Mohamed Hebiri;Luca Oneto;Massimiliano Pontil,
Feedforward Bayesian Inference for Crowdsourced Classification,Edoardo Manino;Long Tran-Thanh;Nicholas Jennings,
k-Means Clustering of Lines for Big Data,Yair Marom;Dan Feldman,http://arxiv.org/abs/1903.06904v2
Random projections and sampling algorithms for clustering of high-dimensional polygonal curves,Stefan Meintrup;Alexander Munteanu;Dennis Rohde,
Recurrent Space-time Graph Neural Networks,Andrei Nicolicioiu;Iulia Duta;Marius Leordeanu,
Triad Constraints for Learning Causal Structure of Latent Variables,Ruichu Cai;Feng Xie;Clark Glymour;Zhifeng Hao;Kun Zhang,
Semi-flat minima and saddle points by embedding neural networks to overparameterization,Kenji Fukumizu;Shoichiro Yamaguchi;Yoh-ichi Mototake;Mirai Tanaka,
REM: From Structural Entropy to Community Structure Deception ,Yiwei Liu;Jiamou Liu;Zijian Zhang;Liehuang Zhu;Angsheng Li,
Sim2real transfer learning for 3D pose estimation: motion to the rescue,Carl Doersch;Andrew Zisserman,http://arxiv.org/abs/1907.02499v1
Self-Supervised Deep Learning on Point Clouds by Reconstructing Space,Bjarne Sievers;Jonathan Sauder,http://arxiv.org/abs/1901.08396v2
Piecewise Strong Convexity of Neural Networks,Tristan Milne,http://arxiv.org/abs/1810.12805v2
Minimum Stein Discrepancy Estimators,Alessandro Barp;Francois-Xavier Briol;Andrew Duncan;Mark Girolami;Lester Mackey,
Provably robust boosted decision stumps and trees against adversarial attacks,Maksym Andriushchenko;Matthias Hein,
Unified Language Model Pre-training for Natural Language Understanding and Generation,Li Dong;Nan Yang;Wenhui Wang;Furu Wei;Xiaodong Liu;Yu Wang;Jianfeng Gao;Ming Zhou;Hsiao-Wuen Hon,
Learning to Correlate in Multi-Player General-Sum Sequential Games,Andrea Celli;Alberto Marchesi;Tommaso Bianchi;Nicola Gatti,
Metalearned Neural Memory,Tsendsuren Munkhdalai;Alessandro Sordoni;TONG WANG;Adam Trischler,
MixMatch: A Holistic Approach to Semi-Supervised Learning,David Berthelot;Nicholas Carlini;Ian Goodfellow;Nicolas Papernot;Avital Oliver;Colin A Raffel,
A Simple Baseline for Bayesian Uncertainty in Deep Learning,Wesley J Maddox;Pavel Izmailov;Timur Garipov;Dmitry Vetrov;Andrew Gordon Wilson,
Communication-efficient Distributed SGD with Sketching,Nikita Ivkin;Daniel Rothchild;Md Enayat Ullah;Vladimir braverman;Ion Stoica;Raman Arora,
"Kalman Filter, Sensor Fusion, and Constrained Regression: Equivalences and Insights",David Farrow;Maria Jahja;Roni Rosenfeld;Ryan Tibshirani,
Near Neighbor: Who is the Fairest of Them All?,Sepideh Mahabadi;Sariel Har-Peled,
Outlier-robust estimation of a sparse linear model using $\ell_1$-penalized Huber's $M$-estimator,Arnak Dalalyan;Philip Thompson,
Self-supervised GAN: Analysis and Improvement with Multi-class Minimax Game,Ngoc-Trung Tran;Viet-Hung Tran;Bao-Ngoc Nguyen;Linxiao Yang;Ngai-Man (Man) Cheung,
Simultaneous Matching and Ranking as end-to-end Deep Classification: A Case study of Information Retrieval with 50M Documents,Tharun Kumar Reddy Medini;Qixuan Huang;Yiqiu Wang;Vijai Mohan;Anshumali Shrivastava,
Privacy Amplification by Mixing and Diffusion Mechanisms,Borja Balle;Gilles Barthe;Marco Gaboardi;Joseph Geumlek,http://arxiv.org/abs/1905.12264v1
Diffusion Improves Graph Learning,Johannes Klicpera;Stefan Weißenberger;Stephan Günnemann,
Deep Random Splines for Point Process Intensity Estimation of Neural Population Data,Gabriel Loaiza-Ganem;John Cunningham;Sean Perkins;Karen Schroeder;Mark Churchland,
Variational Bayes under Model Misspecification,Yixin Wang;David Blei,
Manifold denoising by Nonlinear Robust Principal Component Analysis,He Lyu;Ningyu Sha;Shuyang Qin;Ming Yan;Yuying Xie;Rongrong Wang,
ODE2VAE: Deep generative second order ODEs with Bayesian neural networks,Cagatay Yildiz;Markus Heinonen;Harri Lahdesmaki,
Optimal Sampling and Clustering in the Stochastic Block Model,Se-Young Yun;Alexandre Proutiere,
Recurrent Kernel Networks,Dexiong Chen;Laurent Jacob;Julien Mairal,http://arxiv.org/abs/1906.03200v1
Hierarchical Optimal Transport for Multimodal Distribution Alignment,John Lee;Max Dabagia;Eva Dyer;Christopher Rozell,
Learning in Generalized  Linear Contextual Bandits with Stochastic Delays,Zhengyuan Zhou;Renyuan Xu;Jose Blanchet,
Exploration via Hindsight Goal Generation,Zhizhou Ren;Kefan Dong;Yuan Zhou;Qiang Liu;Jian Peng,http://arxiv.org/abs/1906.04279v1
Globally Optimal Learning for Structured Elliptical Losses,Yoav Wald;Nofar Noy;Gal Elidan;Ami Wiesel,
Specific and Shared Causal Relation Modeling and Mechanism-based Clustering,Biwei Huang;Kun Zhang;Pengtao Xie;Mingming Gong;Eric Xing;Clark Glymour,
RUDDER: Return Decomposition for Delayed Rewards,Jose A. Arjona-Medina;Michael Gillhofer;Michael Widrich;Thomas Unterthiner;Johannes Brandstetter;Sepp Hochreiter,http://arxiv.org/abs/1806.07857v3
Communication trade-offs for synchronized distributed SGD with large step size,Aymeric Dieuleveut;Kshitij Patel,
Non-normal Recurrent Neural Network (nnRNN): learning long time dependencies while improving expressivity with transient dynamics,Giancarlo Kerg;Kyle Goyette;Maximilian Puelma Touzel;Gauthier Gidel;Eugene Vorontsov;Yoshua Bengio;Guillaume Lajoie,
No-Regret Learning in Unknown Games with Correlated Payoffs,Pier Giuseppe Sessa;Ilija Bogunovic;Maryam Kamgarpour;Andreas Krause,
An Algorithmic Framework For Differentially Private Data Analysis on Trusted Processors,Janardhan Kulkarni;Olga Ohrimenko;Bolin Ding;Sergey Yekhanin;Joshua  Allen;Harsha Nori,
"Compacting, Picking and Growing for Unforgetting Continual Learning",Ching-Yi Hung;Cheng-Hao Tu;Cheng-En Wu;Chien-Hung Chen;Yi-Ming Chan;Chu-Song Chen,
Approximating Interactive Human Evaluation withSelf-Play for Open-Domain Dialog Systems,Asma Ghandeharioun;Judy Hanwen Shen;Natasha Jaques;Craig Ferguson;Noah Jones;Agata Garcia;Rosalind Picard,
Learning about an exponential amount of conditional distributions,Mohamed Belghazi;Maxime Oquab;David Lopez-Paz,
Towards Hardware-Aware Tractable Learning of Probabilistic Models,Laura I Galindez Olascoaga;Wannes Meert;Marian Verhelst;Guy Van den Broeck,
A Solvable High-Dimensional Model of GAN,Chuang Wang;Hong Hu;Yue Lu,
Adversarial Robustness through Local Linearization,Chongli Qin;James Martens;Sven Gowal;Dilip Krishnan;Krishnamurthy Dvijotham;Alhussein Fawzi;Soham De;Robert Stanforth;Pushmeet Kohli,
Sampled softmax with random Fourier features,Ankit Singh Rawat;Jiecao Chen;Felix Xinnan Yu;Ananda Theertha Suresh;Sanjiv Kumar,
Primal-Dual Block Frank-Wolfe,Qi Lei;JIACHENG ZHUO;Constantine Caramanis;Inderjit S Dhillon;Alexandros Dimakis,
On Mixup Training: Improved Calibration and Predictive Uncertainty for Deep Neural Networks,Sunil Thulasidasan;Gopinath Chennupati;Jeff Bilmes;Tanmoy Bhattacharya;Sarah Michalak,
"Inverting Deep Generative models, One layer at a time",Qi Lei;Ajil Jalal;Inderjit S Dhillon;Alexandros Dimakis,
Fixing the train-test resolution discrepancy,Hugo Touvron;Andrea Vedaldi;Matthijs Douze;Herve Jegou,
Alleviating Label Switching with Optimal Transport,Pierre Monteiller;Sebastian Claici;Edward Chien;Farzaneh Mirzazadeh;Justin M Solomon;Mikhail Yurochkin,
Can you trust your model's uncertainty?  Evaluating predictive uncertainty under dataset shift,Jasper Snoek;Yaniv Ovadia;Emily Fertig;Balaji Lakshminarayanan;Sebastian Nowozin;D. Sculley;Joshua Dillon;Jie Ren;Zachary Nado,
Accurate Layerwise Interpretable Competence Estimation,Vickram Rajendran;William LeVine,
A New Perspective on Pool-Based Active Classification and False-Discovery Control,Lalit Jain;Kevin Jamieson,
Defending Neural Backdoors via Generative Distribution Modeling,Ximing Qiao;Yukun Yang;Hai Li,
Provable Certificates for Adversarial Examples: Fitting a Ball in the Union of Polytopes,Matt Jordan;Justin Lewis;Alexandros Dimakis,
Reinforcement Learning with Convex Constraints ,Sobhan Miryoosefi;Kianté Brantley;Hal Daume III;Miro Dudik;Robert Schapire,
User-Specified Local Differential Privacy in Unconstrained Adaptive Online Learning,Dirk van der Hoeven,
Sinkhorn Barycenters with Free Support via Frank-Wolfe Algorithm,Giulia Luise;Saverio Salzo;Massimiliano Pontil;Carlo Ciliberto,http://arxiv.org/abs/1905.13194v1
Computing Linear Restrictions of Neural Networks,Matthew Sotoudeh;Aditya Thakur,
Correlation Priors for Reinforcement Learning,Bastian Alt;Adrian Šošić;Heinz Koeppl,http://arxiv.org/abs/1909.05106v1
Outlier Detection and Robust PCA Using a Convex Measure of Innovation,Mostafa Rahmani;Ping Li,
Are Disentangled Representations Helpful for Abstract Visual Reasoning?,Sjoerd van Steenkiste;Francesco Locatello;Jürgen Schmidhuber;Olivier Bachem,http://arxiv.org/abs/1905.12506v1
PowerSGD: Practical Low-Rank Gradient Compression for Distributed Optimization,Thijs Vogels;Sai Praneeth Karimireddy;Martin Jaggi,
Worst-Case Regret Bounds for Exploration via Randomized Value Functions,Daniel Russo,http://arxiv.org/abs/1906.02870v3
Sample Efficient Active Learning of Causal Trees,Kristjan Greenewald;Dmitriy Katz;Karthikeyan Shanmugam;Sara Magliacane;Murat Kocaoglu;Enric Boix Adsera;Guy Bresler,
Policy Poisoning in Batch Reinforcement Learning and Control,Yuzhe Ma;Xuezhou Zhang;Wen Sun;Jerry Zhu,
General E(2)-Equivariant Steerable CNNs,Gabriele Cesa;Maurice Weiler,
Characterization and Learning of Causal Graphs with Latent Variables from Soft Interventions,Murat Kocaoglu;Karthikeyan Shanmugam;Amin Jaber;Elias Bareinboim,
Structure Learning with Side Information: Sample Complexity,Saurabh Sihag;Ali Tajer,
Sequential Neural Processes,Gautam Singh;Jaesik Yoon;Youngsung Son;Sungjin Ahn,http://arxiv.org/abs/1906.10264v3
Hamiltonian descent for composite objectives,Brendan O'Donoghue;Chris J. Maddison,http://arxiv.org/abs/1906.02608v1
Deep Multi-State Dynamic Recurrent Neural Networks Operating on Wavelet Based Neural Features for Robust Brain Machine Interfaces,Benyamin Allahgholizadeh Haghi;Spencer Kellis;Sahil Shah;Maitreyi Ashok;Luke Bashford;Daniel Kramer;Brian Lee;Charles Liu;Richard Andersen;Azita Emami,
Pure Exploration with Multiple Correct Answers,Rémy Degenne;Wouter Koolen,
On the Benefits of Disentangled Representations,Francesco Locatello;Gabriele Abbati;Tom Rainforth;Stefan Bauer;Bernhard Schölkopf;Olivier Bachem,
Compiler Auto-Vectorization using Imitation Learning,Charith Mendis;Cambridge Yang;Yewen Pu;Dr.Saman Amarasinghe;Michael Carbin,
Exact Gaussian Processes on a Million Data Points,Ke Wang;Geoff Pleiss;Jacob Gardner;Stephen Tyree;Kilian Weinberger;Andrew Gordon Wilson,
Bayesian Layers: A Module for Neural Network Uncertainty,Dustin Tran;Mike Dusenberry;Mark van der Wilk;Danijar Hafner,
Nonparametric Contextual Bandits in Metric Spaces with Unknown Metric,Nirandika Wanigasekara;Christina Yu,
"Qsparse-local-SGD: Distributed SGD with Quantization, Sparsification and Local Computations",Debraj Basu;Deepesh Data;Can Karakus;Suhas Diggavi,
Discrete Flows: Invertible Generative Models of Discrete Data,Dustin Tran;Keyon Vafa;Kumar Agrawal;Laurent Dinh;Ben Poole,
Sliced Gromov-Wasserstein,Vayer Titouan;Rémi Flamary;Nicolas Courty;Romain Tavenard;Laetitia Chapel,
Algorithm-Dependent Generalization Bounds for Overparameterized Deep Residual Networks,Spencer Frei;Yuan Cao;Quanquan Gu,
Value Function in Frequency Domain and Characteristic Value Iteration,Amir-massoud Farahmand,
Planning with Goal-Conditioned Policies,Soroush Nasiriany;Vitchyr Pong;Steven Lin;Sergey Levine,
Don't take it lightly: Phasing optical random projections with unknown operators,Sidharth Gupta;Remi Gribonval;Laurent Daudet;Ivan Dokmanic,
Generalized Matrix Means for Semi-Supervised Learning with Multilayer Graphs,Pedro Mercado;Francesco Tudisco;Matthias Hein,
MelGAN: Generative Adversarial Networks for Conditional Waveform Synthesis,Kundan Kumar;Rithesh Kumar;Thibault de Boissiere;Lucas Gestin;Wei Zhen Teoh;Jose Sotelo;Alexandre de Brébisson;Yoshua Bengio;Aaron Courville,
Optimal Best Markovian Arm Identification with Fixed Confidence,Vrettos Moulos,
Policy Continuation with Hindsight Inverse Dynamics,Hao Sun;Zhizhong Li;Xiaotong Liu;Bolei Zhou;Dahua Lin,
Offline Contextual Bandits with High Probability Fairness Guarantees,Blossom Metevier;Stephen Giguere;Sarah Brockman;Ari Kobren;Yuriy Brun;Emma Brunskill;Philip Thomas,
Semantic-Guided Multi-Attention Localization for Zero-Shot Learning,Yizhe Zhu;Jianwen Xie;Zhiqiang Tang;Xi Peng;Ahmed Elgammal,
Interpreting and improving natural-language processing (in machines) with  natural language-processing (in the brain),Mariya Toneva;Leila Wehbe,
Compositional Plan Vectors,Coline Devin;Daniel Geng;Pieter Abbeel;Trevor Darrell;Sergey Levine,
Robust Bi-Tempered Logistic Loss Based on Bregman Divergences,Ehsan Amid;Manfred K. Warmuth;Rohan Anil;Tomer Koren,http://arxiv.org/abs/1906.03361v2
Hamiltonian Neural Networks,Samuel Greydanus;Misko Dzumba;Jason Yosinski,
On Human-Aligned Risk Minimization,Liu Leqi;Adarsh Prasad;Pradeep Ravikumar,
Multi-task Learning for Aggregated Data using Gaussian Processes,Fariba Yousefi;Michael Smith;Mauricio Álvarez,
Minimal Variance Sampling in Stochastic Gradient Boosting,Bulat Ibragimov;Gleb Gusev,
Projected Stein Variational Newton: A Fast and Scalable Bayesian Inference Method in High Dimensions,Peng Chen;Keyi Wu;Joshua Chen;Tom O'Leary-Roseberry;Omar Ghattas,
Invariance and identifiability issues for word embeddings,Rachel Carrington;Karthik Bharath;Simon Preston,
Efficient Rematerialization for Deep Networks,Ravi Kumar;Manish Purohit;Zoya Svitkina;Erik Vee;Joshua Wang,
Constraint Augmented Reinforcement Learning for Text-based Recommendation and Generation,Ruiyi Zhang;Tong Yu;Yilin Shen;Hongxia Jin;Changyou Chen,
Momentum-Based Variance Reduction in Non-Convex SGD,Ashok Cutkosky;Francesco Orabona,
Group Retention when Using Machine Learning in Sequential Decision Making: the Interplay between User Dynamics and Fairness ,Xueru Zhang;Mohammadmahdi Khaliligarekani;Cem Tekin;mingyan liu,
DeepWave: A Recurrent Neural-Network for Real-Time Acoustic Imaging,Matthieu SIMEONI;Sepand Kashani;Paul Hurley;Martin Vetterli,
Goal-conditioned Imitation Learning,Yiming Ding;Carlos Florensa;Pieter Abbeel;Mariano Phielipp,
Understanding the Representation Power of Graph Neural Networks in Learning Graph Topology,Nima Dehmamy;Albert-Laszlo Barabasi;Rose Yu,
Explicitly disentangling image content from translation and rotation with spatial-VAE,Tristan Bepler;Ellen Zhong;Kotaro Kelley;Edward Brignole;Bonnie Berger,
A Kernel Loss for Solving the Bellman Equation,Yihao Feng;Lihong Li;Qiang Liu,http://arxiv.org/abs/1905.10506v1
Riemannian batch normalization for SPD neural networks,Daniel Brooks;Olivier Schwander;Frederic Barbaresco;Jean-Yves Schneider;Matthieu Cord,http://arxiv.org/abs/1909.02414v1
Stacked Capsule Autoencoders,Adam Kosiorek;Sara Sabour;Yee Whye Teh;Geoffrey E Hinton,
Exact Combinatorial Optimization with Graph Convolutional Neural Networks,Maxime Gasse;Didier Chetelat;Nicola Ferroni;Laurent Charlin;Andrea Lodi,
Wasserstein Dependency Measure for Representation Learning,Sherjil Ozair;Corey Lynch;Yoshua Bengio;Aaron van den Oord;Sergey Levine;Pierre Sermanet,http://arxiv.org/abs/1903.11780v1
Inherent Tradeoffs in Learning Fair Representation,Han Zhao;Geoff Gordon,
Are deep ResNets provably better than linear predictors?,Chulhee Yun;Suvrit Sra;Ali Jadbabaie,http://arxiv.org/abs/1907.03922v1
Reverse engineering recurrent networks for sentiment classification reveals line attractor dynamics,Niru Maheswaranathan;Alex H Williams;Matthew Golub;Surya Ganguli;David Sussillo,
Gradient-based Adaptive Markov Chain Monte Carlo,Michalis Titsias;Petros Dellaportas,
Learning Data Manipulation for Augmentation and Weighting,Zhiting Hu;Bowen Tan;Russ Salakhutdinov;Tom Mitchell;Eric Xing,
Exploring Algorithmic Fairness in Robust Graph Covering Problems,Aida Rahmattalabi;Phebe Vayanos;Anthony Fulginiti;Eric Rice;Bryan Wilder;Amulya Yadav;Milind Tambe,
The Geometry of Deep Networks: Power Diagram Subdivision,Randall Balestriero;Romain Cosentino;Behnaam Aazhang;Richard Baraniuk,http://arxiv.org/abs/1905.08443v1
Generalization in multitask deep neural classifiers: a statistical physics approach,Anthony Ndirango;Tyler Lee,
On Relating Explanations and Adversarial Examples,Alexey Ignatiev;Nina Narodytska;Joao Marques-Silva,
Surround Modulation: A Bio-inspired Connectivity Structure for Convolutional Neural Networks,Hosein Hasani;Mahdieh Soleymani;Hamid Aghajan,
Self-attention with Functional Time Representation Learning,Da Xu;Chuanwei Ruan;Evren Korpeoglu;Sushant Kumar;Kannan Achan,
Multimodal Model-Agnostic Meta-Learning via Task-Aware Modulation,Risto Vuorio;Shao-Hua Sun;Hexiang Hu;Joseph Lim,
"Adversarial Examples Are Not Bugs, They Are Features",Andrew Ilyas;Shibani Santurkar;Dimitris Tsipras;Logan Engstrom;Brandon Tran;Aleksander Madry,http://arxiv.org/abs/1905.02175v4
Imitation Learning from Observations by Minimizing Inverse Dynamics Disagreement,Chao Yang;Xiaojian Ma;Wenbing Huang;Fuchun Sun;Huaping Liu;Junzhou Huang;Chuang Gan,
Asymptotic Guarantees for Learning Generative Models with the Sliced-Wasserstein Distance,Kimia Nadjahi;Alain Durmus;Umut Simsekli;Roland Badeau,
Divide and Couple: Using Monte Carlo Variational Objectives for Posterior Approximation,Justin Domke;Daniel Sheldon,
SySCD: A System-Aware Parallel Coordinate Descent Algorithm,Nikolas Ioannou;Celestine Mendler-Dünner;Thomas Parnell,
Deep Equilibrium Models,Shaojie Bai;J. Zico Kolter;Vladlen Koltun,http://arxiv.org/abs/1909.01377v1
Explanations can be manipulated and geometry is to blame,Ann-Kathrin Dombrowski;Maximillian Alber;Christopher Anders;Marcel Ackermann;Klaus-Robert Müller;Pan Kessel,
Joint Optimizing of Cycle-Consistent Networks,Leonidas J Guibas;Qixing Huang;Zhenxiao Liang,
Finding Friend and Foe in Multi-Agent Games,Jack S Serrino;Max Kleiman-Weiner;David Parkes;Josh Tenenbaum,
Cascade RPN: Delving into High-Quality Region Proposal Network with Adaptive Convolution,Thang Vu;Hyunjun Jang;Trung X. Pham;Chang Yoo,
Efficient Meta Learning via Minibatch Proximal Update,Pan Zhou;Xiaotong Yuan;Huan Xu;Shuicheng Yan;Jiashi Feng,
Better Exploration with Optimistic Actor Critic,Kamil Ciosek;Quan Vuong;Robert Loftin;Katja Hofmann,
Numerically Accurate Hyperbolic Embeddings Using Tiling-Based Models,Tao Yu;Christopher De Sa,
Conditional Independence Testing using Generative Adversarial Networks,Alexis Bellot;Mihaela van der Schaar,http://arxiv.org/abs/1907.04068v1
Learning to Control Self-Assembling Morphologies: A Study of Generalization via Modularity,Deepak Pathak;Christopher Lu;Trevor Darrell;Phillip Isola;Alexei Efros,
DualDICE: Behavior-Agnostic Estimation of Discounted Stationary Distribution Corrections,Ofir Nachum;Yinlam Chow;Bo Dai;Lihong Li,
Dual Variational Generation for Low Shot Heterogeneous Face Recognition,Chaoyou Fu;Xiang Wu;Yibo Hu;Huaibo Huang;Ran He,
Learning Hierarchical Priors in VAEs,Alexej Klushyn;Nutan Chen;Richard Kurle;Botond Cseke;Patrick van der Smagt,http://arxiv.org/abs/1905.04982v3
KerGM: Kernelized Graph Matching,Zhen Zhang;Yijian Xiang;Lingfei Wu;Bing Xue;Arye Nehorai,
SGD on Neural Networks Learns Functions of Increasing Complexity,Dimitris Kalimeris;Gal Kaplun;Preetum Nakkiran;Benjamin Edelman;Tristan Yang;Boaz Barak;Haofeng Zhang,
Capacity Bounded Differential Privacy,Kamalika Chaudhuri;Jacob Imola;Ashwin Machanavajjhala,http://arxiv.org/abs/1907.02159v1
Practical Differentially Private Top-k Selection with Pay-what-you-get Composition,David Durfee;Ryan Rogers,
Implicit Generation and Modeling with Energy Based Models,Yilun Du;Igor Mordatch,
Principal Component Projection and Regression in Nearly Linear Time through Asymmetric SVRG,Yujia Jin;Aaron Sidford,
Compression with Flows via Local Bits-Back Coding,Jonathan Ho;Evan Lohn;Pieter Abbeel,http://arxiv.org/abs/1905.08500v2
Differentially Private Markov Chain Monte Carlo,Mikko Heikkilä;Joonas Jälkö;Onur Dikmen;Antti Honkela,
DetNAS: Backbone Search for Object Detection,Yukang Chen;Tong Yang;Xiangyu Zhang;GAOFENG MENG;Xinyu Xiao;Jian Sun,
MintNet: Building Invertible Neural Networks with Masked Convolutions,Yang Song;Chenlin Meng;Stefano Ermon,http://arxiv.org/abs/1907.07945v1
When does label smoothing help?,Rafael Müller;Simon Kornblith;Geoffrey E Hinton,
Efficient Regret Minimization Algorithm for Extensive-Form Correlated Equilibrium,Gabriele Farina;Chun Kai Ling;Fei Fang;Tuomas Sandholm,
Empirically Measuring Concentration: Fundamental Limits on Intrinsic Robustness,Saeed Mahloujifar;Xiao Zhang;Mohammad Mahmoody;David Evans,
On Testing for Biases in Peer Review,Ivan Stelmakh;Nihar Shah;Aarti Singh,
Reducing the variance in online optimization by transporting past gradients,Sébastien Arnold;Pierre-Antoine Manzagol;Reza Harikandeh;Ioannis Mitliagkas;Nicolas Le Roux,
Reducing Noise in GAN Training with Variance Reduced Extragradient,Tatjana Chavdarova;Gauthier Gidel;François Fleuret;Simon Lacoste-Julien,http://arxiv.org/abs/1904.08598v2
STAR-Caps: Capsule Networks with Straight-Through Attentive Routing,Karim Ahmed;Lorenzo Torresani,
Scalable Global Optimization via Local Bayesian Optimization,David Eriksson;Matthias Poloczek;Jacob Gardner;Ryan Turner;Michael Pearce,
Adversarial Training and Robustness for Multiple Perturbations,Florian Tramer;Dan Boneh,
DM2C: Deep Mixed-Modal Clustering,Yangbangyan Jiang;Qianqian Xu;Zhiyong Yang;Xiaochun Cao;Qingming Huang,
Learning by Abstraction: The Neural State Machine for Visual Reasoning,Drew Hudson;Christopher Manning,
Wasserstein Weisfeiler-Lehman Graph Kernels,Matteo Togninalli;Elisabetta Ghisu;Felipe Llinares-Lopez;Bastian Rieck;Karsten Borgwardt,
Learning Object Bounding Boxes for 3D Instance Segmentation on Point Clouds,Bo Yang;Jianan Wang;Ronald Clark;Qingyong Hu;Sen Wang;Andrew Markham;Niki Trigoni,
Differentiable Sorting using Optimal Transport: The Sinkhorn CDF and Quantile Operator,Marco Cuturi;Olivier Teboul;Jean-Philippe Vert,
Likelihood-Free Overcomplete ICA and ApplicationsIn Causal Discovery,Chenwei DING;Mingming Gong;Kun Zhang;Dacheng Tao,
Cross-lingual Language Model Pretraining,Alexis CONNEAU;Guillaume Lample,
The bias of the sample mean in multi-armed bandits can be positive or negative,Jaehyeok Shin;Aaditya Ramdas;Alessandro Rinaldo,
VIREL: A Variational Inference Framework for Reinforcement Learning,Matthew Fellows;Anuj Mahajan;Tim G. J. Rudner;Shimon Whiteson,http://arxiv.org/abs/1811.01132v6
Optimal Sparse Decision Trees,Xiyang Hu;Cynthia Rudin;Margo Seltzer,http://arxiv.org/abs/1904.12847v1
Implicit Regularization in Deep Matrix Factorization,Sanjeev Arora;Nadav Cohen;Wei Hu;Yuping Luo,http://arxiv.org/abs/1905.13655v2
List-decodable Linear Regression,Sushrut Karmalkar;Adam Klivans;Pravesh Kothari,
On the Hardness of Robust Classification,Pascale Gourdeau;Varun Kanade;Marta Kwiatkowska;James Worrell,
An adaptive nearest neighbor rule for classification,Akshay Balsubramani;Sanjoy Dasgupta;yoav Freund;Shay Moran,
Sparse Logistic Regression Learns All Discrete Pairwise Graphical Models,Shanshan Wu;Sujay Sanghavi;Alexandros Dimakis,
A Structured Prediction Approach for Generalization in Cooperative Multi-Agent Reinforcement Learning,Nicolas Carion;Nicolas Usunier;Gabriel Synnaeve;Alessandro Lazaric,
N-Gram Graph: A Simple Unsupervised Representation for Molecules,Shengchao Liu;Mehmet F Demirel;Yingyu Liang,
Adaptive Gradient-Based Meta-Learning Methods,Mikhail Khodak;Maria-Florina Balcan;Ameet Talwalkar,
Self-Critical Reasoning for Robust Visual Question Answering,Jialin Wu;Raymond Mooney,
Private Learning Implies Online Learning: An Efficient Reduction,Alon Gonen;Elad Hazan;Shay Moran,http://arxiv.org/abs/1905.11311v4
This Looks Like That: Deep Learning for Interpretable Image Recognition,Chaofan Chen;Runliang Li;Daniel Tao;Alina Barnett;Cynthia Rudin,
Limitations of Lazy Training of Two-layers Neural Network,Song Mei;Theodor Misiakiewicz;Behrooz Ghorbani;Andrea Montanari,
